action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,modality,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value,MW,AlogP,HBA,HBD,PSA
,,191437,[],CHEMBL677389,Inhibition of the phosphorylation of a random polyglutamic acid/tyrosine copolymer by human epidermal growth factor receptor(EGFR) prepared from human A431 carcinoma cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CCOc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OCC,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1130030,J Med Chem,1997,,,CHEMBL35820,,CHEMBL35820,11.221848749616356,1,http://www.openphacts.org/units/Nanomolar,60204,=,1,1,=,,IC50,nM,,0.006,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,0.006,388.26500000000016,4.933300000000004,5,1,56.27000000000001
,,126489,[],CHEMBL680030,Tested for inhibition of PLC gamma-derived substrate in Epidermal growth factor receptor stimulated A431 cells,F,,,BAO_0000190,BAO_0000219,cell-based format,CN(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1130057,J Med Chem,1997,,,CHEMBL53711,,CHEMBL53711,11.221848749616356,1,http://www.openphacts.org/units/Nanomolar,89165,=,1,1,=,,IC50,nM,,0.006,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,0.006,344.216,3.5969000000000015,5,1,53.94
,,144689,[],CHEMBL680030,Tested for inhibition of PLC gamma-derived substrate in Epidermal growth factor receptor stimulated A431 cells,F,,,BAO_0000190,BAO_0000219,cell-based format,CNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1130057,J Med Chem,1997,,,CHEMBL53753,,CHEMBL53753,11.096910013008056,1,http://www.openphacts.org/units/Nanomolar,89166,=,1,1,=,,IC50,nM,,0.008,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,0.008,330.189,3.572600000000002,5,2,62.730000000000004
,,428391,[],CHEMBL679944,Concentration needed to inhibit the phosphorylation of a 14-residue fragment of phospholipase C-gamma1 by Epidermal growth factor receptor (prepared from human A431 carcinoma cell vesicles by immunoaffinity chromatography),B,,,BAO_0000190,BAO_0000357,single protein format,Brc1cccc(Nc2ncnc3cc4[nH]cnc4cc23)c1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1132555,J Med Chem,1999,,,CHEMBL66031,,CHEMBL66031,11.096910013008056,1,http://www.openphacts.org/units/Nanomolar,296407,=,1,1,=,,IC50,nM,,0.008,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,0.008,340.184,4.012200000000001,4,2,66.49000000000001
,,395224,[],CHEMBL679944,Concentration needed to inhibit the phosphorylation of a 14-residue fragment of phospholipase C-gamma1 by Epidermal growth factor receptor (prepared from human A431 carcinoma cell vesicles by immunoaffinity chromatography),B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC,,,CHEMBL1132555,J Med Chem,1999,"{'bei': '29.43', 'le': '0.66', 'lle': '6.45', 'sei': '18.84'}",,CHEMBL29197,,CHEMBL29197,10.6,1,http://www.openphacts.org/units/Nanomolar,296408,=,1,1,=,,IC50,nM,,0.025,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,0.025,360.2110000000001,4.153100000000003,5,1,56.27000000000001
,,376356,[],CHEMBL677387,Inhibition of phosphorylation of polyglutamic acid/tyrosine random copolymer by epidermal growth factor receptor.,B,,,BAO_0000190,BAO_0000357,single protein format,CN(C)c1cc2ncnc(Nc3cccc(Br)c3)c2cn1,,,CHEMBL1130246,J Med Chem,1997,"{'bei': '29.18', 'le': '0.65', 'lle': '6.45', 'sei': '18.62'}",,CHEMBL53428,,CHEMBL53428,10.05,1,http://www.openphacts.org/units/Nanomolar,243801,=,1,1,=,,IC50,nM,,0.09,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,0.09,344.216,3.5969000000000015,5,1,53.940000000000005
,,367865,[],CHEMBL677387,Inhibition of phosphorylation of polyglutamic acid/tyrosine random copolymer by epidermal growth factor receptor.,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,,,CHEMBL1130246,J Med Chem,1997,"{'bei': '31.73', 'le': '0.72', 'lle': '6.28', 'sei': '15.67'}",,CHEMBL420624,,CHEMBL420624,10.0,1,http://www.openphacts.org/units/Nanomolar,243805,=,1,1,=,,IC50,nM,,0.1,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,0.1,315.17400000000004,3.7181000000000015,4,2,63.83
,,130239,[],CHEMBL680030,Tested for inhibition of PLC gamma-derived substrate in Epidermal growth factor receptor stimulated A431 cells,F,,,BAO_0000190,BAO_0000219,cell-based format,Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,,,CHEMBL1130057,J Med Chem,1997,,,CHEMBL51853,,CHEMBL51853,9.89,1,http://www.openphacts.org/units/Nanomolar,89167,=,1,1,=,,IC50,nM,,0.13,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,0.13,316.16200000000003,3.113100000000001,5,2,76.72
,,360722,[],CHEMBL677387,Inhibition of phosphorylation of polyglutamic acid/tyrosine random copolymer by epidermal growth factor receptor.,B,,,BAO_0000190,BAO_0000357,single protein format,CNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,,,CHEMBL1130246,J Med Chem,1997,"{'bei': '29.94', 'le': '0.68', 'lle': '6.32', 'sei': '15.76'}",,CHEMBL54400,,CHEMBL54400,9.89,1,http://www.openphacts.org/units/Nanomolar,243802,=,1,1,=,,IC50,nM,,0.13,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,0.13,330.1890000000001,3.5726000000000013,5,2,62.730000000000004
,,117213,[],CHEMBL673925,Inhibition of phosphorylation of a polyglutamic acid/tyrosine random copolymer by EGFR enzyme (from human A431 carcinoma cell vesicles),B,,,BAO_0000190,BAO_0000357,single protein format,C=CC(=O)N(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,,,CHEMBL1134843,J Med Chem,2001,"{'bei': '25.43', 'le': '0.56', 'lle': '6.09', 'sei': '13.76'}",,CHEMBL334697,,CHEMBL334697,9.77,0,http://www.openphacts.org/units/Nanomolar,265488,=,1,1,=,,IC50,nM,,0.17,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50 app,nM,UO_0000065,,0.17,384.2370000000001,3.679700000000002,5,1,71.01
,,359320,[],CHEMBL677387,Inhibition of phosphorylation of polyglutamic acid/tyrosine random copolymer by epidermal growth factor receptor.,B,,,BAO_0000190,BAO_0000357,single protein format,OCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,,,CHEMBL1130246,J Med Chem,1997,"{'bei': '26.71', 'le': '0.60', 'lle': '6.68', 'sei': '11.60'}",,CHEMBL127041,,CHEMBL127041,9.62,0,http://www.openphacts.org/units/Nanomolar,243799,=,1,1,=,,IC50,nM,,0.24,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,0.24,360.21500000000003,2.9351000000000003,6,3,82.96
,,122535,[],CHEMBL679947,"Inhibition of phosphorylation of phospholipase C gamma1 by Epidermal growth factor receptor, from human A431 carcinoma cell vesicles",F,,,BAO_0000190,BAO_0000019,assay format,Brc1cccc(Nc2ncnc3cnc(NCCc4c[nH]cn4)nc23)c1,,,CHEMBL1130057,J Med Chem,1997,,,CHEMBL53426,,CHEMBL53426,9.6,0,http://www.openphacts.org/units/Nanomolar,89140,=,1,1,=,,IC50,nM,,0.25,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,0.25,411.26700000000017,3.3035999999999994,7,3,104.30000000000001
,,393859,[],CHEMBL679944,Concentration needed to inhibit the phosphorylation of a 14-residue fragment of phospholipase C-gamma1 by Epidermal growth factor receptor (prepared from human A431 carcinoma cell vesicles by immunoaffinity chromatography),B,,,BAO_0000190,BAO_0000357,single protein format,Nc1ccc2sc3c(Nc4cccc(Br)c4)ncnc3c2c1,,,CHEMBL1132555,J Med Chem,1999,"{'bei': '25.77', 'le': '0.59', 'lle': '4.64', 'sei': '14.99'}",,CHEMBL152905,,CHEMBL152905,9.57,0,http://www.openphacts.org/units/Nanomolar,296393,=,1,1,=,,IC50,nM,,0.27,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,0.27,371.2630000000001,4.932800000000002,5,2,63.83
,,360724,[],CHEMBL677387,Inhibition of phosphorylation of polyglutamic acid/tyrosine random copolymer by epidermal growth factor receptor.,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(O)CCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,,,CHEMBL1130246,J Med Chem,1997,"{'bei': '23.75', 'le': '0.52', 'lle': '5.74', 'sei': '9.55'}",,CHEMBL128468,,CHEMBL128468,9.55,0,http://www.openphacts.org/units/Nanomolar,243825,=,1,1,=,,IC50,nM,,0.28,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,0.28,402.25200000000007,3.8076000000000016,6,3,100.03
,,200768,[],CHEMBL677389,Inhibition of the phosphorylation of a random polyglutamic acid/tyrosine copolymer by human epidermal growth factor receptor(EGFR) prepared from human A431 carcinoma cells,B,,,BAO_0000190,BAO_0000219,cell-based format,Cn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,,,CHEMBL1130030,J Med Chem,1997,"{'bei': '26.63', 'le': '0.59', 'lle': '5.41', 'sei': '16.95'}",,CHEMBL39320,,CHEMBL39320,9.43,0,http://www.openphacts.org/units/Nanomolar,60214,=,1,1,=,,IC50,nM,,0.37,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,0.37,354.21100000000007,4.022600000000002,5,1,55.63
,,138492,[],CHEMBL673925,Inhibition of phosphorylation of a polyglutamic acid/tyrosine random copolymer by EGFR enzyme (from human A431 carcinoma cell vesicles),B,,,BAO_0000190,BAO_0000357,single protein format,O=C(O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,,,CHEMBL1134843,J Med Chem,2001,"{'bei': '22.82', 'le': '0.50', 'lle': '5.71', 'sei': '9.05'}",,CHEMBL134371,,CHEMBL134371,9.43,0,http://www.openphacts.org/units/Nanomolar,265463,=,1,1,=,,IC50,nM,,0.37,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50 app,nM,UO_0000065,,0.37,413.2310000000001,3.715200000000001,5,3,104.21
,,415681,[],CHEMBL679944,Concentration needed to inhibit the phosphorylation of a 14-residue fragment of phospholipase C-gamma1 by Epidermal growth factor receptor (prepared from human A431 carcinoma cell vesicles by immunoaffinity chromatography),B,,,BAO_0000190,BAO_0000357,single protein format,Brc1cccc(Nc2ncnc3cc4[nH]ccc4cc23)c1,,,CHEMBL1132555,J Med Chem,1999,"{'bei': '27.74', 'le': '0.61', 'lle': '4.79', 'sei': '17.55'}",,CHEMBL40734,,CHEMBL40734,9.41,0,http://www.openphacts.org/units/Nanomolar,296358,=,1,1,=,,IC50,nM,,0.39,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,0.39,339.196,4.617200000000001,3,2,53.6
,,124598,[],CHEMBL673925,Inhibition of phosphorylation of a polyglutamic acid/tyrosine random copolymer by EGFR enzyme (from human A431 carcinoma cell vesicles),B,,,BAO_0000190,BAO_0000357,single protein format,C=CS(=O)(=O)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,,,CHEMBL1134843,J Med Chem,2001,"{'bei': '23.94', 'le': '0.56', 'lle': '5.92', 'sei': '11.04'}",,CHEMBL336264,,CHEMBL336264,9.37,0,http://www.openphacts.org/units/Nanomolar,265471,=,1,1,=,,IC50,nM,,0.43,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50 app,nM,UO_0000065,,0.43,391.25000000000006,3.448100000000002,6,1,84.84
,,208007,[],CHEMBL677389,Inhibition of the phosphorylation of a random polyglutamic acid/tyrosine copolymer by human epidermal growth factor receptor(EGFR) prepared from human A431 carcinoma cells,B,,,BAO_0000190,BAO_0000219,cell-based format,Brc1cccc(Nc2ncnc3cc4[nH]ncc4cc23)c1,,,CHEMBL1130030,J Med Chem,1997,"{'bei': '27.50', 'le': '0.61', 'lle': '5.35', 'sei': '14.07'}",,CHEMBL39337,,CHEMBL39337,9.36,1,http://www.openphacts.org/units/Nanomolar,60213,=,1,1,=,,IC50,nM,,0.44,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,0.44,340.184,4.012200000000001,4,2,66.49000000000001
,,143211,[],CHEMBL673925,Inhibition of phosphorylation of a polyglutamic acid/tyrosine random copolymer by EGFR enzyme (from human A431 carcinoma cell vesicles),B,,,BAO_0000190,BAO_0000357,single protein format,CN(C)CCCNC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,,,CHEMBL1134843,J Med Chem,2001,"{'bei': '18.81', 'le': '0.40', 'lle': '5.66', 'sei': '9.43'}",,CHEMBL345109,,CHEMBL345109,9.36,0,http://www.openphacts.org/units/Nanomolar,265481,=,1,1,=,,IC50,nM,,0.44,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50 app,nM,UO_0000065,,0.44,497.3970000000001,3.698500000000001,6,3,99.25000000000001
,,34669,[],CHEMBL674637,Inhibitory activity towards tyrosine phosphorylation for the epidermal growth factor-receptor kinase,B,,,BAO_0000190,BAO_0000357,single protein format,CCN(CC)CC(O)CNC(=O)c1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1,,,CHEMBL1134862,Bioorg Med Chem Lett,2002,"{'bei': '17.24', 'le': '0.34', 'lle': '5.78', 'sei': '6.91'}",,CHEMBL304271,,CHEMBL304271,9.35,0,http://www.openphacts.org/units/Nanomolar,119504,=,1,1,=,,IC50,nM,,0.45,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.00045,542.0150000000001,3.57442,7,5,135.27
,,421928,[],CHEMBL679944,Concentration needed to inhibit the phosphorylation of a 14-residue fragment of phospholipase C-gamma1 by Epidermal growth factor receptor (prepared from human A431 carcinoma cell vesicles by immunoaffinity chromatography),B,,,BAO_0000190,BAO_0000357,single protein format,Cl.Nc1ccc2c(c1)sc1c(Nc3cccc(Br)c3)ncnc12,,,CHEMBL1132555,J Med Chem,1999,"{'bei': '25.12', 'le': '0.58', 'lle': '4.40', 'sei': '14.61'}",,CHEMBL539822,,CHEMBL1189963,9.33,0,http://www.openphacts.org/units/Nanomolar,296391,=,1,1,=,,IC50,nM,,0.47,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,0.47,407.72400000000005,5.354600000000002,5,2,63.83
,,115914,[],CHEMBL673925,Inhibition of phosphorylation of a polyglutamic acid/tyrosine random copolymer by EGFR enzyme (from human A431 carcinoma cell vesicles),B,,,BAO_0000190,BAO_0000357,single protein format,C/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,,,CHEMBL1134843,J Med Chem,2001,"{'bei': '24.21', 'le': '0.53', 'lle': '5.25', 'sei': '11.66'}",,CHEMBL136404,,CHEMBL136404,9.3,0,http://www.openphacts.org/units/Nanomolar,265486,=,1,1,=,,IC50,nM,,0.5,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50 app,nM,UO_0000065,,0.5,384.2370000000001,4.045500000000002,5,2,79.8
,,360720,[],CHEMBL677386,Inhibition of epidermal growth factor receptor (EGFR) from human A431 carcinoma cells,B,,,BAO_0000190,BAO_0000219,cell-based format,Brc1cccc(Nc2ncnc3cc(NCCCn4ccnc4)ncc23)c1,,,CHEMBL1130246,J Med Chem,1997,"{'bei': '21.90', 'le': '0.47', 'lle': '5.06', 'sei': '11.54'}",,CHEMBL126791,,CHEMBL126791,9.29,0,http://www.openphacts.org/units/Nanomolar,243798,=,1,1,=,,IC50,nM,,0.51,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,0.51,424.30600000000015,4.229600000000001,7,2,80.55
,,120874,[],CHEMBL673925,Inhibition of phosphorylation of a polyglutamic acid/tyrosine random copolymer by EGFR enzyme (from human A431 carcinoma cell vesicles),B,,,BAO_0000190,BAO_0000357,single protein format,C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,,,CHEMBL1134843,J Med Chem,2001,"{'bei': '24.16', 'le': '0.53', 'lle': '4.61', 'sei': '13.84'}",,CHEMBL93464,,CHEMBL93464,9.26,0,http://www.openphacts.org/units/Nanomolar,265460,=,1,1,=,,IC50,nM,,0.55,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50 app,nM,UO_0000065,,0.55,383.2490000000001,4.650500000000003,4,2,66.91
,,139593,[],CHEMBL673925,Inhibition of phosphorylation of a polyglutamic acid/tyrosine random copolymer by EGFR enzyme (from human A431 carcinoma cell vesicles),B,,,BAO_0000190,BAO_0000357,single protein format,O=C(/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1)NCCCn1ccnc1,,,CHEMBL1134843,J Med Chem,2001,"{'bei': '17.74', 'le': '0.37', 'lle': '5.82', 'sei': '7.30'}",,CHEMBL342828,,CHEMBL342828,9.25,0,http://www.openphacts.org/units/Nanomolar,265477,=,1,1,=,,IC50,nM,,0.56,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50 app,nM,UO_0000065,,0.56,521.3790000000002,3.428600000000001,8,3,126.72000000000001
,,122059,[],CHEMBL673925,Inhibition of phosphorylation of a polyglutamic acid/tyrosine random copolymer by EGFR enzyme (from human A431 carcinoma cell vesicles),B,,,BAO_0000190,BAO_0000357,single protein format,O=C(/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1)NCCCN1CCOCC1,,,CHEMBL1134843,J Med Chem,2001,"{'bei': '17.93', 'le': '0.35', 'lle': '6.32', 'sei': '7.59'}",,CHEMBL138940,,CHEMBL138940,9.21,0,http://www.openphacts.org/units/Nanomolar,265475,=,1,1,=,,IC50,nM,,0.61,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50 app,nM,UO_0000065,,0.61,513.9610000000004,2.894100000000001,8,3,121.37
,,387974,[],CHEMBL677387,Inhibition of phosphorylation of polyglutamic acid/tyrosine random copolymer by epidermal growth factor receptor.,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(O)CCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,,,CHEMBL1130246,J Med Chem,1997,"{'bei': '23.74', 'le': '0.52', 'lle': '5.79', 'sei': '9.21'}",,CHEMBL127086,,CHEMBL127086,9.21,0,http://www.openphacts.org/units/Nanomolar,243826,=,1,1,=,,IC50,nM,,0.61,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,0.61,388.2250000000001,3.4175000000000013,6,3,100.03
,,123349,[],CHEMBL673925,Inhibition of phosphorylation of a polyglutamic acid/tyrosine random copolymer by EGFR enzyme (from human A431 carcinoma cell vesicles),B,,,BAO_0000190,BAO_0000357,single protein format,O=C(/C=C/Cl)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,,,CHEMBL1134843,J Med Chem,2001,"{'bei': '22.64', 'le': '0.52', 'lle': '4.94', 'sei': '11.48'}",,CHEMBL344177,,CHEMBL344177,9.16,0,http://www.openphacts.org/units/Nanomolar,265469,=,1,1,=,,IC50,nM,,0.69,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50 app,nM,UO_0000065,,0.69,404.6550000000001,4.2219000000000015,5,2,79.8
,,115911,[],CHEMBL673925,Inhibition of phosphorylation of a polyglutamic acid/tyrosine random copolymer by EGFR enzyme (from human A431 carcinoma cell vesicles),B,,,BAO_0000190,BAO_0000357,single protein format,C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,,,CHEMBL1134843,J Med Chem,2001,"{'bei': '24.80', 'le': '0.54', 'lle': '4.89', 'sei': '13.68'}",,CHEMBL285063,,CHEMBL285063,9.15,1,http://www.openphacts.org/units/Nanomolar,265487,=,1,1,=,,IC50,nM,,0.7,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50 app,nM,UO_0000065,,0.7,369.22200000000004,4.260400000000002,4,2,66.91
,,117228,[],CHEMBL673925,Inhibition of phosphorylation of a polyglutamic acid/tyrosine random copolymer by EGFR enzyme (from human A431 carcinoma cell vesicles),B,,,BAO_0000190,BAO_0000357,single protein format,CCN(CC)CCCNC(=O)/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,,,CHEMBL1134843,J Med Chem,2001,"{'bei': '17.36', 'le': '0.37', 'lle': '5.27', 'sei': '8.15'}",,CHEMBL434827,,CHEMBL434827,9.14,0,http://www.openphacts.org/units/Nanomolar,265479,=,1,1,=,,IC50,nM,,0.73,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50 app,nM,UO_0000065,,0.73,526.4390000000001,3.8737000000000013,7,3,112.14
,,202124,[],CHEMBL677389,Inhibition of the phosphorylation of a random polyglutamic acid/tyrosine copolymer by human epidermal growth factor receptor(EGFR) prepared from human A431 carcinoma cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CN(CC(=O)O)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12,,,CHEMBL1130030,J Med Chem,1997,"{'bei': '20.76', 'le': '0.45', 'lle': '5.01', 'sei': '9.71'}",,CHEMBL289213,,CHEMBL289213,9.14,0,http://www.openphacts.org/units/Nanomolar,60207,=,1,1,=,,IC50,nM,,0.72,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,0.72,440.3010000000001,4.133600000000002,5,3,94.14
,,361830,[],CHEMBL677387,Inhibition of phosphorylation of polyglutamic acid/tyrosine random copolymer by epidermal growth factor receptor.,B,,,BAO_0000190,BAO_0000357,single protein format,[O-][N+]1(CCCNc2cc3ncnc(Nc4cccc(Br)c4)c3cn2)CCOCC1,,,CHEMBL1130246,J Med Chem,1997,"{'bei': '19.88', 'le': '0.43', 'lle': '5.45', 'sei': '9.61'}",,CHEMBL339416,,CHEMBL339416,9.13,0,http://www.openphacts.org/units/Nanomolar,243812,=,1,1,=,,IC50,nM,,0.74,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,0.74,459.34800000000024,3.6777000000000024,7,2,95.02
,,137105,[],CHEMBL673925,Inhibition of phosphorylation of a polyglutamic acid/tyrosine random copolymer by EGFR enzyme (from human A431 carcinoma cell vesicles),B,,,BAO_0000190,BAO_0000357,single protein format,C=CS(=O)(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,,,CHEMBL1134843,J Med Chem,2001,"{'bei': '22.45', 'le': '0.52', 'lle': '5.70', 'sei': '9.41'}",,CHEMBL139095,,CHEMBL139095,9.12,0,http://www.openphacts.org/units/Nanomolar,265474,=,1,1,=,,IC50,nM,,0.76,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50 app,nM,UO_0000065,,0.76,406.2650000000001,3.416100000000001,6,2,96.87
,,119990,[],CHEMBL679947,"Inhibition of phosphorylation of phospholipase C gamma1 by Epidermal growth factor receptor, from human A431 carcinoma cell vesicles",F,,,BAO_0000190,BAO_0000019,assay format,CNc1ncc2ncnc(Nc3cccc(Br)c3)c2n1,,,CHEMBL1130057,J Med Chem,1997,,,CHEMBL299622,,CHEMBL299622,9.12,0,http://www.openphacts.org/units/Nanomolar,89169,=,1,1,=,,IC50,nM,,0.76,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,0.76,331.177,2.967600000000001,6,2,75.62
,,139013,[],CHEMBL680030,Tested for inhibition of PLC gamma-derived substrate in Epidermal growth factor receptor stimulated A431 cells,F,,,BAO_0000190,BAO_0000219,cell-based format,Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,,,CHEMBL1130057,J Med Chem,1997,,,CHEMBL52765,,CHEMBL52765,9.11,1,http://www.openphacts.org/units/Nanomolar,89161,=,1,1,=,,IC50,nM,,0.78,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,0.78,315.17400000000004,3.7181000000000015,4,2,63.83
,,210398,[],CHEMBL677389,Inhibition of the phosphorylation of a random polyglutamic acid/tyrosine copolymer by human epidermal growth factor receptor(EGFR) prepared from human A431 carcinoma cells,B,,,BAO_0000190,BAO_0000219,cell-based format,Cn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,,,CHEMBL1130030,J Med Chem,1997,"{'bei': '25.75', 'le': '0.56', 'lle': '4.47', 'sei': '21.28'}",,CHEMBL36727,,CHEMBL36727,9.1,0,http://www.openphacts.org/units/Nanomolar,60199,=,1,1,=,,IC50,nM,,0.8,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,0.8,353.22300000000007,4.627600000000002,4,1,42.74
,,113901,[],CHEMBL679947,"Inhibition of phosphorylation of phospholipase C gamma1 by Epidermal growth factor receptor, from human A431 carcinoma cell vesicles",F,,,BAO_0000190,BAO_0000019,assay format,Brc1cccc(Nc2ncnc3cnc(NCCN4CCOCC4)nc23)c1,,,CHEMBL1130057,J Med Chem,1997,,,CHEMBL294475,,CHEMBL294475,9.09,0,http://www.openphacts.org/units/Nanomolar,89154,=,1,1,=,,IC50,nM,,0.81,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,0.81,430.31000000000034,2.67,8,2,88.09
,,107990,[],CHEMBL673925,Inhibition of phosphorylation of a polyglutamic acid/tyrosine random copolymer by EGFR enzyme (from human A431 carcinoma cell vesicles),B,,,BAO_0000190,BAO_0000357,single protein format,O=C(/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1)NCCCN1CCOCC1,,,CHEMBL1134843,J Med Chem,2001,"{'bei': '16.82', 'le': '0.35', 'lle': '6.23', 'sei': '7.49'}",,CHEMBL136058,,CHEMBL136058,9.09,0,http://www.openphacts.org/units/Nanomolar,265478,=,1,1,=,,IC50,nM,,0.81,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50 app,nM,UO_0000065,,0.81,540.4220000000001,2.8641000000000005,8,3,121.37
